Daily Noon Rates
Date Range: 2006-02-22 - 2016-02-22

USD = U.S. dollar (noon)
		

Summary,Date,USD
Low,2007-11-07,0.9170
High,2016-01-20,1.4589
Average,2006-02-22 - 2016-02-22,1.0883

Date,USD
2008-01-08, 0.9986
2008-01-07, 1.0051
2008-01-04, 0.9991
2008-01-03, 0.9905
2008-01-02, 0.9927
2008-01-01, Bank holiday
2007-12-31, 0.9881
2007-12-28, 0.9785
2007-12-27, 0.9811
2007-12-26, Bank holiday
2007-12-25, Bank holiday
2007-12-24, 0.9871
2007-12-21, 0.9944
2007-12-20, 0.9983
2007-12-19, 1.0056
2007-12-18, 1.0105
2007-12-17, 1.0073
2007-12-14, 1.0137
2007-12-13, 1.0217
2007-12-12, 1.0107
2007-12-11, 1.0108
2007-12-10, 1.0103
2007-12-07, 1.0053
2007-12-06, 1.0124
2007-12-05, 1.0131
2007-12-04, 1.0104
2007-12-03, 1.0005
2007-11-30, 1.0008
2007-11-29, 0.9929
2007-11-28, 0.9908
2007-11-27, 0.9965
2007-11-26, 0.9877
2007-11-23, 0.9884
2007-11-22, 0.9846
2007-11-21, 0.9895
2007-11-20, 0.9850
2007-11-19, 0.9837
2007-11-16, 0.9729
2007-11-15, 0.9808
2007-11-14, 0.9607
2007-11-13, 0.9643
2007-11-12, Bank holiday
2007-11-09, 0.9391
2007-11-08, 0.9306
2007-11-07, 0.9170
2007-11-06, 0.9245
2007-11-05, 0.9339
2007-11-02, 0.9359
2007-11-01, 0.9499
2007-10-31, 0.9499
2007-10-30, 0.9535
2007-10-29, 0.9548
2007-10-26, 0.9619
2007-10-25, 0.9674
2007-10-24, 0.9712
2007-10-23, 0.9674
2007-10-22, 0.9811
2007-10-19, 0.9638
2007-10-18, 0.9734
2007-10-17, 0.9737
2007-10-16, 0.9779
2007-10-15, 0.9758
2007-10-12, 0.9739
2007-10-11, 0.9743
2007-10-10, 0.9814
2007-10-09, 0.9846
2007-10-08, Bank holiday
2007-10-05, 0.9812
2007-10-04, 0.9983
2007-10-03, 0.9961
2007-10-02, 1.0004
2007-10-01, 0.9931
2007-09-28, 0.9963
2007-09-27, 1.0031
2007-09-26, 1.0048
2007-09-25, 1.0010
2007-09-24, 1.0012
2007-09-21, 1.0009
2007-09-20, 1.0016
2007-09-19, 1.0147
2007-09-18, 1.0236
2007-09-17, 1.0308
2007-09-14, 1.0293
2007-09-13, 1.0326
2007-09-12, 1.0371
2007-09-11, 1.0431
2007-09-10, 1.0533
2007-09-07, 1.0546
2007-09-06, 1.0533
2007-09-05, 1.0508
2007-09-04, 1.0496
2007-09-03, Bank holiday
2007-08-31, 1.0564
2007-08-30, 1.0567
2007-08-29, 1.0592
2007-08-28, 1.0615
2007-08-27, 1.0516
2007-08-24, 1.0525
2007-08-23, 1.0568
2007-08-22, 1.0621
2007-08-21, 1.0601
2007-08-20, 1.0582
2007-08-17, 1.0635
2007-08-16, 1.0755
2007-08-15, 1.0746
2007-08-14, 1.0636
2007-08-13, 1.0509
2007-08-10, 1.0536
2007-08-09, 1.0565
2007-08-08, 1.0499
2007-08-07, 1.0553
2007-08-06, Bank holiday
2007-08-03, 1.0528
2007-08-02, 1.0527
2007-08-01, 1.0569
2007-07-31, 1.0657
2007-07-30, 1.0686
2007-07-27, 1.0590
2007-07-26, 1.0505
2007-07-25, 1.0425
2007-07-24, 1.0372
2007-07-23, 1.0451
2007-07-20, 1.0440
2007-07-19, 1.0426
2007-07-18, 1.0437
2007-07-17, 1.0436
2007-07-16, 1.0430
2007-07-13, 1.0477
2007-07-12, 1.0469
2007-07-11, 1.0558
2007-07-10, 1.0521
2007-07-09, 1.0479
2007-07-06, 1.0480
2007-07-05, 1.0566
2007-07-04, 1.0570
2007-07-03, 1.0596
2007-07-02, Bank holiday
2007-06-29, 1.0634
2007-06-28, 1.0627
2007-06-27, 1.0716
2007-06-26, 1.0693
2007-06-25, 1.0713
2007-06-22, 1.0676
2007-06-21, 1.0730
2007-06-20, 1.0646
2007-06-19, 1.0639
2007-06-18, 1.0721
2007-06-15, 1.0679
2007-06-14, 1.0684
2007-06-13, 1.0667
2007-06-12, 1.0635
2007-06-11, 1.0614
2007-06-08, 1.0622
2007-06-07, 1.0613
2007-06-06, 1.0586
2007-06-05, 1.0606
2007-06-04, 1.0580
2007-06-01, 1.0604
2007-05-31, 1.0699
2007-05-30, 1.0754
2007-05-29, 1.0719
2007-05-28, 1.0801
2007-05-25, 1.0796
2007-05-24, 1.0841
2007-05-23, 1.0818
2007-05-22, 1.0855
2007-05-21, Bank holiday
2007-05-18, 1.0884
2007-05-17, 1.0977
2007-05-16, 1.1029
2007-05-15, 1.0977
2007-05-14, 1.1069
2007-05-11, 1.1135
2007-05-10, 1.1073
2007-05-09, 1.1064
2007-05-08, 1.1048
2007-05-07, 1.1024
2007-05-04, 1.1069
2007-05-03, 1.1070
2007-05-02, 1.1087
2007-05-01, 1.1089
2007-04-30, 1.1067
2007-04-27, 1.1153
2007-04-26, 1.1202
2007-04-25, 1.1145
2007-04-24, 1.1229
2007-04-23, 1.1227
2007-04-20, 1.1227
2007-04-19, 1.1286
2007-04-18, 1.1288
2007-04-17, 1.1294
2007-04-16, 1.1310
2007-04-13, 1.1380
2007-04-12, 1.1363
2007-04-11, 1.1450
2007-04-10, 1.1480
2007-04-09, 1.1522
2007-04-06, Bank holiday
2007-04-05, 1.1509
2007-04-04, 1.1584
2007-04-03, 1.1573
2007-04-02, 1.1561
2007-03-30, 1.1529
2007-03-29, 1.1578
2007-03-28, 1.1580
2007-03-27, 1.1584
2007-03-26, 1.1627
2007-03-23, 1.1600
2007-03-22, 1.1576
2007-03-21, 1.1578
2007-03-20, 1.1639
2007-03-19, 1.1752
2007-03-16, 1.1740
2007-03-15, 1.1758
2007-03-14, 1.1754
2007-03-13, 1.1687
2007-03-12, 1.1692
2007-03-09, 1.1712
2007-03-08, 1.1801
2007-03-07, 1.1786
2007-03-06, 1.1760
2007-03-05, 1.1811
2007-03-02, 1.1753
2007-03-01, 1.1713
2007-02-28, 1.1700
2007-02-27, 1.1639
2007-02-26, 1.1600
2007-02-23, 1.1585
2007-02-22, 1.1616
2007-02-21, 1.1612
2007-02-20, 1.1698
2007-02-19, 1.1639
2007-02-16, 1.1637
2007-02-15, 1.1639
2007-02-14, 1.1660
2007-02-13, 1.1686
2007-02-12, 1.1746
2007-02-09, 1.1739
2007-02-08, 1.1853
2007-02-07, 1.1852
2007-02-06, 1.1820
2007-02-05, 1.1818
2007-02-02, 1.1838
2007-02-01, 1.1755
2007-01-31, 1.1792
2007-01-30, 1.1814
2007-01-29, 1.1816
2007-01-26, 1.1798
2007-01-25, 1.1783
2007-01-24, 1.1824
2007-01-23, 1.1816
2007-01-22, 1.1759
2007-01-19, 1.1720
2007-01-18, 1.1752
2007-01-17, 1.1737
2007-01-16, 1.1746
2007-01-15, 1.1681
2007-01-12, 1.1702
2007-01-11, 1.1762
2007-01-10, 1.1772
2007-01-09, 1.1784
2007-01-08, 1.1777
2007-01-05, 1.1755
2007-01-04, 1.1767
2007-01-03, 1.1699
2007-01-02, 1.1649
2007-01-01, Bank holiday
2006-12-29, 1.1653
2006-12-28, 1.1599
2006-12-27, 1.1612
2006-12-26, Bank holiday
2006-12-25, Bank holiday
2006-12-22, 1.1574
2006-12-21, 1.1537
2006-12-20, 1.1486
2006-12-19, 1.1558
2006-12-18, 1.1574
2006-12-15, 1.1574
2006-12-14, 1.1568
2006-12-13, 1.1545
2006-12-12, 1.1548
2006-12-11, 1.1475
2006-12-08, 1.1501
2006-12-07, 1.1481
2006-12-06, 1.1469
2006-12-05, 1.1417
2006-12-04, 1.1454
2006-12-01, 1.1445
2006-11-30, 1.1415
2006-11-29, 1.1360
2006-11-28, 1.1311
2006-11-27, 1.1330
2006-11-24, 1.1346
2006-11-23, 1.1418
2006-11-22, 1.1413
2006-11-21, 1.1474
2006-11-20, 1.1473
2006-11-17, 1.1459
2006-11-16, 1.1404
2006-11-15, 1.1390
2006-11-14, 1.1395
2006-11-13, Bank holiday
2006-11-10, 1.1307
2006-11-09, 1.1292
2006-11-08, 1.1277
2006-11-07, 1.1277
2006-11-06, 1.1293
2006-11-03, 1.1290
2006-11-02, 1.1362
2006-11-01, 1.1315
2006-10-31, 1.1227
2006-10-30, 1.1235
2006-10-27, 1.1188
2006-10-26, 1.1254
2006-10-25, 1.1248
2006-10-24, 1.1272
2006-10-23, 1.1282
2006-10-20, 1.1251
2006-10-19, 1.1318
2006-10-18, 1.1379
2006-10-17, 1.1380
2006-10-16, 1.1385
2006-10-13, 1.1367
2006-10-12, 1.1357
2006-10-11, 1.1358
2006-10-10, 1.1319
2006-10-09, Bank holiday
2006-10-06, 1.1264
2006-10-05, 1.1269
2006-10-04, 1.1287
2006-10-03, 1.1211
2006-10-02, 1.1155
2006-09-29, 1.1153
2006-09-28, 1.1109
2006-09-27, 1.1151
2006-09-26, 1.1160
2006-09-25, 1.1162
2006-09-22, 1.1172
2006-09-21, 1.1195
2006-09-20, 1.1273
2006-09-19, 1.1232
2006-09-18, 1.1171
2006-09-15, 1.1195
2006-09-14, 1.1159
2006-09-13, 1.1191
2006-09-12, 1.1186
2006-09-11, 1.1218
2006-09-08, 1.1190
2006-09-07, 1.1099
2006-09-06, 1.1053
2006-09-05, 1.1110
2006-09-04, Bank holiday
2006-09-01, 1.1056
2006-08-31, 1.1066
2006-08-30, 1.1100
2006-08-29, 1.1105
2006-08-28, 1.1120
2006-08-25, 1.1080
2006-08-24, 1.1111
2006-08-23, 1.1101
2006-08-22, 1.1154
2006-08-21, 1.1184
2006-08-18, 1.1233
2006-08-17, 1.1165
2006-08-16, 1.1161
2006-08-15, 1.1221
2006-08-14, 1.1240
2006-08-11, 1.1204
2006-08-10, 1.1263
2006-08-09, 1.1199
2006-08-08, 1.1204
2006-08-07, Bank holiday
2006-08-04, 1.1270
2006-08-03, 1.1263
2006-08-02, 1.1259
2006-08-01, 1.1315
2006-07-31, 1.1309
2006-07-28, 1.1298
2006-07-27, 1.1345
2006-07-26, 1.1378
2006-07-25, 1.1414
2006-07-24, 1.1416
2006-07-21, 1.1375
2006-07-20, 1.1341
2006-07-19, 1.1353
2006-07-18, 1.1336
2006-07-17, 1.1322
2006-07-14, 1.1274
2006-07-13, 1.1319
2006-07-12, 1.1355
2006-07-11, 1.1338
2006-07-10, 1.1246
2006-07-07, 1.1134
2006-07-06, 1.1117
2006-07-05, 1.1117
2006-07-04, 1.1061
2006-07-03, Bank holiday
2006-06-30, 1.1150
2006-06-29, 1.1159
2006-06-28, 1.1245
2006-06-27, 1.1213
2006-06-26, 1.1239
2006-06-23, 1.1241
2006-06-22, 1.1175
2006-06-21, 1.1042
2006-06-20, 1.1163
2006-06-19, 1.1229
2006-06-16, 1.1226
2006-06-15, 1.1177
2006-06-14, 1.1122
2006-06-13, 1.1079
2006-06-12, 1.0990
2006-06-09, 1.1072
2006-06-08, 1.1232
2006-06-07, 1.1116
2006-06-06, 1.1152
2006-06-05, 1.1012
2006-06-02, 1.1004
2006-06-01, 1.1008
2006-05-31, 1.1028
2006-05-30, 1.0996
2006-05-29, 1.1050
2006-05-26, 1.1073
2006-05-25, 1.1073
2006-05-24, 1.1229
2006-05-23, 1.1176
2006-05-22, Bank holiday
2006-05-19, 1.1233
2006-05-18, 1.1213
2006-05-17, 1.1125
2006-05-16, 1.1112
2006-05-15, 1.1140
2006-05-12, 1.1085
2006-05-11, 1.0990
2006-05-10, 1.1007
2006-05-09, 1.1021
2006-05-08, 1.1117
2006-05-05, 1.1072
2006-05-04, 1.1068
2006-05-03, 1.1072
2006-05-02, 1.1069
2006-05-01, 1.1133
2006-04-28, 1.1203
2006-04-27, 1.1235
2006-04-26, 1.1270
2006-04-25, 1.1316
2006-04-24, 1.1373
2006-04-21, 1.1373
2006-04-20, 1.1388
2006-04-19, 1.1364
2006-04-18, 1.1419
2006-04-17, 1.1453
2006-04-14, Bank holiday
2006-04-13, 1.1520
2006-04-12, 1.1478
2006-04-11, 1.1458
2006-04-10, 1.1466
2006-04-07, 1.1467
2006-04-06, 1.1534
2006-04-05, 1.1619
2006-04-04, 1.1662
2006-04-03, 1.1719
2006-03-31, 1.1671
2006-03-30, 1.1627
2006-03-29, 1.1724
2006-03-28, 1.1698
2006-03-27, 1.1687
2006-03-24, 1.1674
2006-03-23, 1.1659
2006-03-22, 1.1653
2006-03-21, 1.1647
2006-03-20, 1.1628
2006-03-17, 1.1588
2006-03-16, 1.1537
2006-03-15, 1.1553
2006-03-14, 1.1550
2006-03-13, 1.1618
2006-03-10, 1.1605
2006-03-09, 1.1595
2006-03-08, 1.1574
2006-03-07, 1.1470
2006-03-06, 1.1402
2006-03-03, 1.1352
2006-03-02, 1.1322
2006-03-01, 1.1369
2006-02-28, 1.1380
2006-02-27, 1.1420
2006-02-24, 1.1518
2006-02-23, 1.1513
2006-02-22, 1.1482
